true label	predicted label	NegLoss 
0	0	1.00019966406823
0	0	1.00019966406823
0	0	1.00004768591077
0	0	1.00031856160360
0	0	1.00019053376888
0	0	1.00024785638016
0	0	1.00004558277556
0	0	1.00004677700331
0	0	1.00034486638595
0	0	1.00034850037209
0	0	1.00003004931348
0	0	1.00016695607654
0	0	1.00008109570983
0	0	1.00004233629592
0	0	1.00035267705032
0	0	1.00032453328592
0	0	1.00019875285912
0	0	1.00020171646216
0	0	1.00030780508221
0	0	1.00035162311057
0	0	1.00025180761458
0	0	1.00015103763442
0	0	1.00029823793748
0	0	1.00035372408069
0	0	1.00034707403478
0	0	1.00020106012033
0	0	1.00021040553288
0	0	1.00015277902336
0	0	1.00030187062014
0	0	1.00023604687463
0	0	1.00028289559355
0	0	1.00023882922625
0	0	1.00025198403515
0	0	1.00025336300515
0	0	1.00029834378595
0	0	1.00008436071121
0	0	1.00020161386570
0	0	1.00004356934509
0	0	1.00024618916040
0	0	1.00019680096808
0	0	1.00019934733970
0	0	1.00005216151450
0	0	1.00025572816427
0	0	1.00031081685228
0	0	1.00021425603631
0	0	1.00030098462400
0	0	1.00036514813906
0	0	1.00036003007115
0	0	1.00019796937243
0	0	1.00025405344652
0	0	1.00018092562095
0	0	1.00010606619728
0	0	1.00031025645839
0	0	1.00010020099540
0	0	1.00016672886461
0	0	1.00025812633880
0	0	1.00029724962096
0	0	1.00004596972842
0	0	1.00006641430063
0	0	1.00035369199780
0	0	1.00030458810820
0	0	1.00020021067583
0	0	1.00020293590768
0	0	1.00020183452970
0	0	1.00007882170510
0	0	1.00016406431489
0	0	1.00019905679351
0	0	1.00020117051644
0	0	1.00032759639313
0	0	1.00025367807733
0	0	1.00004886587971
0	0	1.00020338325615
0	0	1.00004530069676
0	0	1.00014793968122
0	0	1.00021075514866
0	0	1.00020169610092
0	0	1.00008665802048
0	0	1.00009890333684
0	0	1.00019586964124
0	0	1.00003988076849
0	0	1.00025768365841
0	0	1.00005913109516
0	0	1.00029530954681
0	0	1.00009426188816
0	0	1.00020944306673
0	0	1.00020566692931
0	0	1.00019768206534
0	0	1.00023283246285
0	0	1.00002864537480
0	0	1.00004806650910
0	0	1.00025169979820
0	0	1.00021105463201
0	0	1.00021570865241
0	0	1.00021472888193
0	0	1.00030234750219
0	0	1.00009927060183
0	0	1.00004519573204
0	0	1.00009493359780
0	0	1.00008458546533
0	0	1.00004621883935
1	1	-1.00134073122688
0	0	1.00020621973478
0	0	1.00020621973478
0	0	1.00005173925402
0	0	1.00033069379907
0	0	1.00021889477289
0	0	1.00027129019734
0	0	1.00005004226693
0	0	1.00008047481402
0	0	1.00031574154952
0	0	1.00037349828123
0	0	1.00006050733485
0	0	1.00018949975602
0	0	1.00016275301135
0	0	1.00006338695582
0	0	1.00035689443101
0	0	1.00034824489751
0	0	1.00021357263531
0	0	1.00020340375568
0	0	1.00031848957901
0	0	1.00037106959122
0	0	1.00026098745555
0	0	1.00017109705820
0	0	1.00031704581568
0	0	1.00036723019702
0	0	1.00035511415391
0	0	1.00022463397252
0	0	1.00022123486340
0	0	1.00024631574897
0	0	1.00029130816493
0	0	1.00028496927148
0	0	1.00032832204682
0	0	1.00022683072621
0	0	1.00025787057574
0	0	1.00025790586289
0	0	1.00030896672853
0	0	1.00010122738817
0	0	1.00020724934732
0	0	1.00005544905393
0	0	1.00025369973048
0	0	1.00021068739634
0	0	1.00025413831563
0	0	1.00006188488516
0	0	1.00032118059926
0	0	1.00032771412678
0	0	1.00020021304442
0	0	1.00032619363909
0	0	1.00036341243593
0	0	1.00037489982803
0	0	1.00021865515322
0	0	1.00026675322238
0	0	1.00017024394816
0	0	1.00013036667776
0	0	1.00032305038372
0	0	1.00010594392808
0	0	1.00023227852207
0	0	1.00025957613911
0	0	1.00032422439033
0	0	1.00005923656229
0	0	1.00014593275596
0	0	1.00035497236805
0	0	1.00031590281149
0	0	1.00020639087182
0	0	1.00020462270314
0	0	1.00022550372563
0	0	1.00007958061331
0	0	1.00017012435442
0	0	1.00020134470540
0	0	1.00020257562134
0	0	1.00038921540347
0	0	1.00025626990555
0	0	1.00005016054360
0	0	1.00020541141474
0	0	1.00005418703415
0	0	1.00014129892467
0	0	1.00021132611835
0	0	1.00020908867768
0	0	1.00013314696969
0	0	1.00012098042345
0	0	1.00020391572215
0	0	1.00005298055564
0	0	1.00025569811015
0	0	1.00008693006388
0	0	1.00034003855425
0	0	1.00012126378825
0	0	1.00022846107987
0	0	1.00020754894836
0	0	1.00020127978711
0	0	1.00029194048896
0	0	1.00008027465661
0	0	1.00005737527440
0	0	1.00025972342877
0	0	1.00026395377342
0	0	1.00023869550588
0	0	1.00019590566979
0	0	1.00033309496010
0	0	1.00010083645542
0	0	1.00006817264518
0	0	1.00010621651319
0	0	1.00012941999619
0	0	1.00005110493499
0	0	1.00017338819448
0	0	1.00021071085663
0	0	1.00021071085663
0	0	1.00006581031726
0	0	1.00035917352363
0	0	1.00023490578054
0	0	1.00031021211506
0	0	1.00005689019195
0	0	1.00010397622502
0	0	1.00038506998963
0	0	1.00038889867489
0	0	1.00009574152302
0	0	1.00016937586170
0	0	1.00015004908311
0	0	1.00008386740806
0	0	1.00035822928239
0	0	1.00041125739589
0	0	1.00021160673112
0	0	1.00020616585945
0	0	1.00032962202776
0	0	1.00038743892507
0	0	1.00026814675146
0	0	1.00019249882812
0	0	1.00033110689425
0	0	1.00037045598536
0	0	1.00037427072577
0	0	1.00026349367759
0	0	1.00023346184642
0	0	1.00025732490441
0	0	1.00037465250039
0	0	1.00028491234716
0	0	1.00036602144118
0	0	1.00024818643331
0	0	1.00026494180781
0	0	1.00025626337962
0	0	1.00033184009541
0	0	1.00011466882850
0	0	1.00021347883431
0	0	1.00007834227134
0	0	1.00025635703053
0	0	1.00021255985824
0	0	1.00030404275209
0	0	1.00009182067265
0	0	1.00031140612817
0	0	1.00035066867448
0	0	1.00022375072886
0	0	1.00033606413360
0	0	1.00036018488647
0	0	1.00040970479127
0	0	1.00025058656938
0	0	1.00027387088306
0	0	1.00017356738686
0	0	1.00013817383161
0	0	1.00033079480635
0	0	1.00012554052656
0	0	1.00024462344380
0	0	1.00027234015399
0	0	1.00032234156581
0	0	1.00007182342489
0	0	1.00012409787229
0	0	1.00036052361367
0	0	1.00032790897918
0	0	1.00020747791768
0	0	1.00024338243741
0	0	1.00024017602753
0	0	1.00006623628090
0	0	1.00015950561745
0	0	1.00020702035500
0	0	1.00020506253964
0	0	1.00039711249673
0	0	1.00025913127684
0	0	1.00004409392198
0	0	1.00020817928898
0	0	1.00006737843387
0	0	1.00017500177518
0	0	1.00021238933166
0	0	1.00021733774051
0	0	1.00010395445126
0	0	1.00011301760514
0	0	1.00022268858724
0	0	1.00006267619709
0	0	1.00027677957946
0	0	1.00012816820899
0	0	1.00033872189075
0	0	1.00015700293560
0	0	1.00023425000093
0	0	1.00021460813356
0	0	1.00024076527734
0	0	1.00035203871424
1	1	-1.00149737796098
0	0	1.00007359649421
0	0	1.00026701834062
0	0	1.00025406052426
0	0	1.00023679089916
0	0	1.00020243289090
0	0	1.00035510491858
0	0	1.00010773382151
0	0	1.00010411505946
0	0	1.00012751009169
0	0	1.00013327046883
0	0	1.00005659913287
0	0	1.00020295615670
0	0	1.00021204629001
0	0	1.00021204629001
0	0	1.00006898658114
0	0	1.00036283150586
0	0	1.00024985899706
0	0	1.00035267775852
0	0	1.00005613298867
0	0	1.00015786118804
0	0	1.00046582075763
0	0	1.00040932864848
0	0	1.00010316488840
0	0	1.00020892876574
0	0	1.00015887172084
0	0	1.00010483806141
0	0	1.00036214083924
0	0	1.00046850450561
0	0	1.00022172284291
0	0	1.00020714405033
0	0	1.00033475099052
0	0	1.00039777797099
0	0	1.00027272207317
0	0	1.00020578579125
0	0	1.00032004933004
0	0	1.00038627484937
0	0	1.00037237966051
0	0	1.00027532880607
0	0	1.00024184841468
0	0	1.00032143796586
0	0	1.00035235404009
0	0	1.00029956233328
0	0	1.00034956723878
0	0	1.00020593818480
0	0	1.00026517785958
0	0	1.00025331902540
0	0	1.00033434063639
0	0	1.00011306600644
0	0	1.00021735877737
0	0	1.00008169057514
0	0	1.00025132113502
0	0	1.00021518594789
0	0	1.00023538111733
0	0	1.00011265783687
0	0	1.00033912272370
0	0	1.00032465143905
0	0	1.00021622476191
0	0	1.00036521778722
0	0	1.00036521429959
0	0	1.00046194385107
0	0	1.00023777479255
0	0	1.00027957547186
